,review_cleaned_text,sentiment
520,"['end', 'slide', 'edge', 'pant', 'pocket', 'instead']",1
521,"['store', 'buy', 'new', 'nokia', 'phone', 'work', 'great']",1
522,['ugly'],0
523,"['horrible', 'switch', '3', 'time']",0
524,"['noise', 'shield', 'incrediable']",1
525,"['real', 'improvement']",0
526,"['razr', 'battery', 'good', 'buy']",1
527,"['good', 'work', 'amazon']",1
528,"['refuse', 'refund', 'replace']",0
529,"['unfortunately', 'easy', 'accidentally', 'activate', 'gentle', 'touch', 'button', 'accidentally', 'touch', 'phone', 'face', 'listen']",0
530,"['basically', 'throw', 'money', 'window']",0
531,"['great', 'case', 'price']",1
532,"['drop', '6', 'inch', 'kitchen', 'counter', 'crack', 'impressed', 'laugh']",0
533,"['bluetooth', 'range', 'good', 'day', 'ago', 'leave', 'phone', 'trunk', 'carry', 'conversation', 'hitch']",1
534,"['small', 'sleek', 'impressive', 'look', 'practical', 'setup', 'ample', 'storage', 'place']",1
535,"['eargel', 'channel', 'sound', 'directly', 'ear', 'increase', 'sound', 'volume', 'clarity']",1
536,"['new', 'work', 'properly']",0
537,"['glad', 'purchase']",1
538,"['miss', 'numerous', 'reason']",0
539,"['phone', 'defective', 'people', 'hear', 'use']",0
540,"['suck', 'stuff', 'work', 'phone']",0
541,"['shifting', 'bubbling', 'peeling', 'scratch', 'nothing!i', 'happy', 'new', 'droid']",1
542,"['bad', 'software', 'use', '....', 'zero', 'star']",0
543,"['try', 'exercise', 'frustration']",0
544,"['case', 'flimsy', 'piece', 'plastic', 'protection', 'whatsoever']",0
545,"['jabra', 'earset', 'happy', 'sound', 'quality', 'especially', 'outgoing']",1
546,"['love', 'camera', 'pretty', 'good', 'quality']",1
547,"['thank', 'great', 'service']",1
548,"['total', 'package']",1
549,"['seller', 'understanding', 'patient', 'definitely', 'buy']",1
550,"['wirefly', '1', 'star', 'contact', 'cingular', 'at&t', 'inform', 'practice']",0
551,['aggravating'],0
552,"['great', 'product', 'price']",1
553,"['purchase', 'family', 'friend', 'enjoy', 'clarity', 'ease', 'use']",1
554,"['virgin', 'wireless', 'rock', 'cheap', 'little', 'phone']",1
555,"['work', 'buy']",0
556,"['muddy', 'low', 'quality', 'sound', 'casing', 'wire', 'insert', 'poorly', 'super', 'glue', 'slide']",0
557,"['waste', 'money']",0
558,"['satisfied', 'purchase']",1
559,"['look', 'good', 'quality', 'motorola', 'headset', 'look']",0
560,"['plantronincs', 'continue', 'use', 'flawed', 'charger', 'design']",0
561,"['disapointing', 'result']",0
562,"['cumbersome', 'design']",0
563,"['great', 'new', 'package', 'nice', 'work', 'good', 'problem', 'come', 'time', 'expect']",1
564,"['great', 'product']",1
565,"['piece', 'crap']",0
566,"['experience', 'terrible', '.....', 'fourth', 'bluetooth', 'headset', 'comfortable', 'jabra', 'hate']",0
567,"['fix', 'problem']",1
568,['bad'],0
569,['happy'],1
570,"['trouble', 'access', 'internet', 'download', 'ringtone', 'perform', 'function']",1
571,"['barely', 'hear', 'constantly']",0
572,"['battery', 'life', 'highly', 'unacceptable']",0
573,"['company', 'joke']",0
574,['description'],1
575,"['happen', 'force', 'stop', 'use', 'headset']",0
576,"['work', 'great', 'car', 'charger', 'especially', 'plug', 'adapter', 'time']",1
577,"['verizon', 'tech', 'support', 'walk', 'procedure', 'work', 'end', 'hard', 'set', 'wipe', 'datum']",0
578,"['voice', 'quality', 'signal', 'strength', 'dropped', 'calls']",0
579,"['play', 'louder', 'speaker', 'size', 'price', 'low', 'think', 'quality', 'lack']",1
580,['expect'],1
581,"['feels', 'poorly', 'construct', 'menu', 'difficult', 'navigate', 'button', 'recessed', 'difficult', 'push']",0
582,"['battery', 'hold']",1
583,"['difficult', ""i'd"", 'recommend', 'avoid', 'product']",0
584,"['use', 'day', 'easy', 'hear']",0
585,"['car', 'charger', 'week', 'charger', 'break', '...', 'plug', 'start', 'smoke']",0
586,"['sprint', 'terrible', 'customer', 'service']",0
587,"['link', 'phone', 'effort']",1
588,['cool'],1
589,"['easy', 'use']",1
590,['new'],1
591,"['possese', 'junk', 'idea', '...']",0
592,"['piece', 'trash']",0
593,"['pretty', 'good', 'product']",1
594,"['great', 'phone']",1
595,"['price', 'amazon', 'excellent', 'product', 'highly', 'recommend']",1
596,"['research', 'development', 'division', 'obviously', 'know']",1
597,"['real', 'killer', 'volume', 'course', 'break']",0
598,"['phone', 'work', 'fine']",1
599,"['happy', 'product']",1
600,"['poor', 'construction']",0
601,['infuriate'],0
602,"['overall', 'recommend', 'phone', 'new', 'walkman']",1
603,"['sprint', 'charge', 'service']",0
604,"['cheap', 'feel', 'look', 'cheap']",0
605,"['fit', 'ear', 'comfortable']",1
606,"['work', 'europe', 'asia']",0
607,"['clip', 'belt', 'deffinitely', 'feel', 'like', '50', 'cent', 'come']",1
608,"['like', 'design', 'look', 'jabra', 'behe', 'ear', 'headset', '5020', 'pretty', 'comfortible', 'wear', '24', 'hour', 'day', 'pain', 'ear']",1
609,"['amazed', 'quick', 'arrival', 'original', 'lg', 'cell', 'phone', 'battery', 'fraction', 'price']",1
610,"['bad', 'phone', 'samsung', '...', 'crap', '.....', 'crappy', 'samsung', 'e715', '..', 'bad', 'seeen']",0
611,"['charger', 'work', 'week', 'completely', 'stop', 'charge', 'phone']",0
612,"['poor', 'product']",0
613,"['need', 'instruction']",0
614,"['need', 'hand', 'operate', 'screen', 'software', 'interface', 'decade', 'old', 'compete', 'new', 'software', 'design']",0
615,"['work', 'pair', 'treo', '700w', 'skype', 'headset', 'pc', 'use', 'usb', 'bluetooth', 'transceiver']",1
616,"['steer', 'clear', 'product', 'genuine', 'palm', 'replacementr', 'pen', 'come', 'pack']",0
617,"['buy', 'buyit', 'suck']",0
618,"['great', 'product', '.....', 'sure', 'beat', 'use', 'finger']",1
619,"['plus', 'seriously', 'believe', 'worth', 'steep', 'price', 'point']",0
620,"['case', 'try', 'normally', 'fall', 'apart', 'month', 'long', 'haul']",1
621,"['dissapointing', 'performance']",0
622,"['mistake', 'buy', 'phone']",0
623,"['phone', 'bad', 'brand']",0
624,"['case', 'extra', 'originally', 'later', 'discard', 'scratch', 'ear']",0
625,"['recommend', 'igo', 'different', 'brand', 'cell', 'phone', 'mp3', 'player', 'family']",1
626,"['bother', 'store']",0
627,"['post', 'detailed', 'comment', 'grey', 'black', 'phone', 'fire', 'red', 'great', 'color']",1
628,"['problem', 'item', 'order', 'need']",1
629,"['pay', 'guess']",0
630,"['software', 'great', 'job', 'ringtone', 'form', 'exist', 'cd', 'internet', 'connection']",1
631,"['m', 'surprised', 'good', 'quality', 'car', 'charger', 'review']",1
632,['fabulous'],1
633,"['bt', 'headset', 'currently', 'good', 'real', 'time', 'game', 'like', 'person', 'shooter', 'audio', 'delay', 'mess']",0
634,"['use', 'bitpim', 'free', 'program', 'find', 'internet)to', 'transfer', 'datum', 'phone', 'price', 'cable', 'excellent']",1
635,"['disappointing', 'accessory', 'good', 'manufacturer']",0
636,"['performed', 'awful', '--', 'muffle', 'tinny', 'incoming', 'sound', 'severe', 'echo', 'end']",0
637,"['wind', 'resistant']",1
638,"['obviously', 'terrible', 'customer', 'service', 'pay']",0
639,"['forever', 'overly', 'expensive', 'replace', 'easy', 'operate', 'sound', 'try']",1
640,"['contact', 'company', 'tell', 'unit', 'warranty', 'produce', 'receipt', 'luck']",0
641,"['linksy', 'way', 'exchange', 'bad', 'phone', 'refurb', 'unit']",0
642,"['phone', 'sturdy', 'nokia', 'bar', 'phone']",1
643,"['great', 'phone']",1
644,"['place', 'treo', 'case', 'snug', 'lot', 'extra', 'room']",0
645,['pleased'],1
646,"['battery', 'terrible']",0
647,"['find', 'product', 'easy', 'set', 'use']",1
648,"['earpiece', 'large', 'heavy', '...', 'fall', 'ear']",0
649,"['utter', 'crap', '..', 'sound', 'quality', 'terrible']",0
650,"['charger', 'arrive', 'promise', 'timeframe', 'work']",0
651,"['ear', 'loop', 'need', 'tiny', 'sound', 'great']",1
652,"['finally', 'time', 'spring', 'latch', 'break', 'use', 'long', 'visor']",0
653,"['handsfree', 'work', 'fine', 'car', 'try', 'download', 'address', 'book', 'treo', 'reboot', 'overall', 'rate', 'device', 'high']",1
654,"['talk', 'useless', 'customer', 'service']",0
655,"['feel', 'light', 'tinny']",0
656,"['fit', 'palm', 'tungsten', 'e2', 'break', 'time', 'try', 'plug']",0
657,"['happy', 'purchase-', 'good', 'quality', 'low', 'price']",1
658,"['love', 'look', 'feel', 'samsung', 'flipphone']",1
659,"['design', 'sharp', '--', 'blue', 'nice', 'color']",1
660,[],1
661,['recommend'],0
662,"['nice', 'sound']",1
663,"['look', 'good', 'picture', 'case', 'huge', 'disappointment']",0
664,"['jawbone', 'replace']",1
665,"['setup', 'smoothly']",1
666,"['extremely', 'slow', 'forever']",0
667,"['study', 'interested', 'bad', 'sin', 'industrial', 'design']",0
668,"['thing', 'happen', 'tracking']",0
669,"['easy', 'access', 'phone', 'handy', 'detachable', 'belt', 'clip']",1
670,"['continue', 'pair', 'periodically', 'drop']",0
671,"['upload', 'ringtone', 'party']",0
672,"['bluetooth', 'work', 'phone', 'lock', 'screen', 'flash', 'randomly', 'pocket', 'lock']",0
673,"['truly', 'awful']",0
674,"['work', 'fine', 'motorola', '325', 'cellphone', 'lot', 'wear', 'battery']",1
675,"['volume', 'ringer', 'real', 'good', 'choice', 'loud']",1
676,"['tone', 'acceptable']",0
677,"['camera', 'color', 'balance', 'awful']",0
678,"['product', 'clearly', 'ready', 'prime', 'time', 'care', 'cool', 'look', 'tell', 'come', 'worthless']",0
679,"['love', 'ringtone', 'upbeat']",1
680,"['chinese', 'forgeries', 'abound']",0
681,"['easy', 'pair', 'samsung', 'cell']",1
682,"['instruction', 'explain', 'microphone', 'jack', 'use']",0
683,"['advise', 'purchase', 'item', 'work']",0
684,"['bad', 'pay', 'month', 'service']",0
685,['work'],1
686,"['nokia', 'ca-42', 'usb', 'cable', 'work', 'phone']",0
687,"['clear', 'crisp', 'sound']",1
688,"['use', 'small', 'earpiece', 'provide', 'stay', 'pretty']",1
689,"['big', 'complaint', 'battery', 'drain', 'superfast']",0
690,"['design', 'ergonomic', 'theory', 'stand', 'ear']",0
691,"['buy', 'want', 'use', 'holster']",0
692,"['phone', 'great', 'picture', 'video', 'clip']",1
693,"['look', 'cool']",0
694,"['ear', 'occupy', 'background', 'distract']",1
695,"['comfortable', 'fit', 'need', 'headset', 'comfortable', 'hour', 'time', 'entire', 'day']",1
696,"['phone', 'accept', 'cbr', 'mp3s', 'preferably', 'rip', 'windows', 'media', 'player']",0
697,"['beat', 'price']",1
698,"['come', 'strong', 'light', 'use', 'light', 'camera', 'shot', 'flash', 'sos', 'signal', 'seriously']",1
699,"['lightweight', 'work']",1
700,['beware'],0
701,"['love', 'cable', 'allow', 'connect', 'mini', 'usb', 'device', 'pc']",1
702,"['near', 'hear', 'conversation']",0
703,"['cool', 'case', 'open', 'allow', 'screen', 'scratch']",1
704,"['buy', 'phone', 'replacement', 'startac', 'regret']",0
705,"['appear', 'actually', 'outperform', 'original', 'battery', 'china', 'come', 'v325i']",1
706,"['store', 'phone', 'number', 'sim']",0
707,"['3o', 'minute', 'actually', 'try', 'use', 'phone', 'wife', 'phone', 'problem']",0
708,"['poor', 'quality']",0
709,"['jabra', 'ear', 'gel', 'r', 'good']",1
710,['worth'],0
711,"['phone', 'crash', 'completely', 'replace']",0
712,"['quit', 'work', 'use', '18', 'month', 'purchase', 'good', 'headset']",1
713,"['unfortunately', 'recharge', 'iphone', '4s', 'despite', 'connect', 'multiple', 'power', 'source', 'imac', 'external', 'battery', 'wall', 'outlet', 'etc']",0
714,"['great', 'phone']",1
715,"['simply', 'want', 'small', 'flip', 'phone', '--', 'look', 'extra', 'bell', 'whistle', 'mediocre']",0
716,"['good', 'value', 'work', 'fine', 'power', 'usb', 'car', 'wall', 'outlet']",1
717,"['phone', 'slide', 'car', 'grip', 'prevent', 'phone', 'slip', 'hand']",1
718,"['simply', 'best', 'bluetooth', 'headset', 'sound', 'quality']",1
719,"['think', 'plan', 'one!this', 'sure', 'moto', 'phone']",0
720,"['span', 'hour', 'people', 'exclaim', 'whoa', 'new', 'phone', 'tv']",1
721,"['use', 'cord', 'headset', 'freedom', 'wireless', 'helpful']",1
722,"['case', 'pass', 'year', 'mark', 'sign', 'wear', '100', 'functional']",1
723,"['leather', 'nice', 'soft', 'fit', 'tight', 'cut', 'face', 'good', 'shape']",1
724,"['need', 'ask']",1
725,"['receive', 'use', 'product', '2', 'day', 'break']",0
726,"['product', 'great', '...', 'work', 'lot', 'easy', 'copier', 'wait', 'hold']",1
727,"['size', 'send', 'headset', 'stay', 'ear']",0
728,"['t', 'mobile', 'good', 'customer', 'service']",1
729,"['arrive', 'quickly', 'expensive', 'sell']",1
730,"['try', '2', 'unit', 'fail', '2', 'month', '..', 'pro']",0
731,"['provide', 'good', 'protection', 'look', 'classy']",1
732,"['krussel', 'good']",1
733,"['tracfonewebsite', 'user', 'friendly', 'easy', 'toactivate', 'etc']",1
734,"['design', 'good.4']",1
735,"['great', 'reception', 'time']",1
736,"['highly', 'recommend', 'product']",1
737,"['use', 'unit', 'sunglass', 'good', 'texas']",0
738,"['dit', 'work', 'time', 'nokia', '5320']",0
739,"['buy', 'mainly', 'charger', 'break', 'soon', 'purchase']",0
740,"['fantastic', 'buy', 'phone']",1
741,"['stay', 'away', 'store', 'careful']",0
742,"['blueant', 'supertooth', 'hand', 'free', 'phone', 'speaker', 'awesome']",1
743,"['....', 'item', 'arrive', 'quickly', 'work', 'great', 'metro', 'pcs', 'samsung', 'sch', 'r450', 'slider', 'phone', 'sony', 'premium', 'sound', 'ear', 'plug']",1
744,"['light', 'plenty', 'battery', 'capacity', 'confortable', 'wear', 'somewhat', 'extend', 'period', 'time']",1
745,['disappointing'],0
746,"['blue', 'ant', 'easy', 'use']",1
747,"['cheap', 'hey', 'work', '..', 'pleasantly', 'suprise', 'low', 'cost', 'item']",1
748,"['camera', 'phone', 'use', 'dustpan', 'indoor', '...', 'use', 'disposable']",0
749,"['day', 'later', 'puff', 'smoke', 'come', 'phone', 'use']",0
750,"['convenient', 'simple', 'use', 'job', 'car', 'ride', 'smooth']",1
751,"['nano', 'state', 'son', 'dissapointe']",0
752,"['sound', 'quality', 'excellent']",1
753,"['good', 'headset', 'use']",1
754,['reccommend'],0
755,"['year', 'carry', 'high', 'quality', 'anti', 'glare', 'screen', 'protector', 'find', 'date']",1
756,['want'],1
757,"['particular', 'model', 'work', 'motorola', 'q', 'smartphone']",0
758,"['work', 'right', 'atleast']",0
759,"['addition', 'feel', 'amp', 'look', 'phone', 'lightweight', 'cheap', 'plastic']",0
760,"['warranty', 'problem', 'reoccure', 'line', '...', 'money', '...', 'cingular', 'support']",0
761,"['want', 'plantronics', '510', 'right', 'issue', 'good']",0
762,"['great', 'product']",1
763,"['crisp', 'clear']",1
764,"['charge', 'dead', '12', 'minute']",0
765,"['cheap', 'plastic', 'creak', 'like', 'old', 'wooden', 'floor']",0
766,"['absolutely', 'horrible', 'reception', 'apartment', 'phone', 'problem']",0
767,"['reception', 'generally', 'good']",1
768,"['excellent', 'sound', 'battery', 'life', 'inconspicuous', 'boot']",1
769,"['great', 'bluetooth']",1
770,"['highly', 'recommend', 'case']",1
771,['worthwhile'],1
772,"['phone', 'year', 'old', 'slowly', 'break', 'despite', 'care']",0
773,"['sorry', 'purchase']",0
774,"['buy', 'hope', 'bluetooth', 'headset', 'fit', 'thing', 'impossible', 'wear']",0
775,"['treo', 't', 'mobile', 'refuse', 'replace', 'force', 'buy', 'phone', 'kind', 'upgrade', 'discount']",0
776,['horrible'],0
777,"['think', 'hold', 'securly', 'belt']",0
778,"['allow', 'possibility', 'double', 'booking', 'date', 'time']",0
779,"['work', '2', 'week', 'break']",0
780,"['simple', 'use', 'like']",1
781,"['great', 'tool', 'entertainment', 'communication', 'datum', 'management', 'oh', 'sure', 'use', 'activesync', '4.2', 'optimal', 'datum', 'synchronization', 'result']",1
782,"['use', 'case', 'smell', 'disgusting']",0
783,['want'],0
784,"['2', 'case', 'order']",1
785,"['buy', 'battery', 'coupon', 'amazon', 'happy', 'purchase']",1
786,"['internet', 'access', 'fine', 'rare', 'instance', 'work']",0
787,"['perfect', 'ps3']",1
788,"['star', 'plus', 'plus']",1
789,"['good', 'quality', 'bargain', '..', 'buy', 'buy', 'cheapy', 'big', 'lot', 'sound', 'awful', 'people', 'end', 'hear']",1
790,"['50', 'drain']",0
791,"['try', 'talk', 'real', 'loud', 'shout', 'telephone', 'old', 'tell', 'great']",0
792,"['good', 'work', 'fine']",1
793,"['price', 'great', 'deal']",1
794,"['great', 'price']",1
795,"['wind', 'completely', 'useless']",0
796,"['yes', 'shiny', 'love']",1
797,['work'],0
798,"['think', 'grtte', 'good', 'deal', '7.44', 'plug', 'phone', 'v3c', 'razr']",0
799,"['reception', 'headset', 'excellent']",1
800,"['2', 'thumb', 'seller']",1
801,"['verizon', 'lg', 'phone', 'work', 'good', 'reception', 'range', 'exceed', '20', 'foot', 'line', 'sight']",1
802,"['improper', 'description', '....', 'return']",0
803,"['1', 'work', '2', 'comfortable']",1
804,"['battery', 'charge', 'life', 'long']",1
805,"['jabra', 'eargels', 'fit', 'ear']",1
806,"['battery', 'life']",0
807,"['check', 'feature', 'disappointing']",0
808,"['product', 'exactly', 'describe']",1
809,"['signal', 'verizon', 'phone']",1
810,['job'],0
811,['recommend'],1
812,"['plan', 'order']",1
813,"['phone', 'camera', 'nice', 'cool', 'effect', 'play', 'video', 'decent']",1
814,"['satisfied', 'cell', 'phone', 'day']",1
815,"['numerous', 'palms']",1
816,"['awkward', 'use', 'unreliable']",0
817,"['shipping', 'time', 'quick']",1
818,"['good', 'hope']",0
819,"['good', 'case']",1
820,['work'],0
821,"['good', 'product']",1
822,"['unfortunately', 'work']",0
823,"['break', 'month', 'use']",0
824,['buy'],0
825,"['father', 'v265', 'battery', 'die']",0
826,"['ear', 'pad', 'come', 'easily', 'week', 'lose']",0
827,"['drop', 'phone', 'come', 'screen', 'black', 'bad', 'stop', 'ring', 'intermittently']",0
828,"['horrible', 'horrible', 'protector']",0
829,"['like', 'nokia']",0
830,"['reach', 'row', 'uncomfortable', 'send', 'end', 'key', 'expect', 'be.3']",0
831,"['buy', 'nokia', 'cell', 'phone', 'week', 'ago', 'nightmare']",0
832,"['long', 'describe', 'bad', 'customer', 'service', 'experience', 'amazon']",0
833,"['disappointing', 'thing', 'speakerphone']",0
834,"['terrible', '..', 'car', 'accept', 'cassette']",0
835,"['product', 'useless', 'charge', 'current', 'charge', '2', 'cellphone', 'plan', 'use']",0
836,[],0
837,"['stay', 'away', 'q']",0
838,['dirty'],0
839,"['unreliable', 'service', 't', 'mobile']",0
840,"['good', 'price']",0
841,"['buy', 'charge']",0
842,"['look', 'nice']",1
843,"['excellent', 'tool', 'especially', 'pair', 'phone', 'auto', 'answer']",1
844,"['read', 'review', 'problem']",1
845,"['product', 'cover', 'important', 'light', 'sensor', 'ear', 'outlet']",0
846,"['comfortable', 'hand']",1
847,['work'],0
848,"['poor', 'reliability']",0
849,['work'],1
850,"['picture', 'battery', 'drop', 'bar', 'start', 'beep', 'let', 'know', 'dieing']",0
851,"['terrible', 'product', 'waste', 'money']",0
852,"['time', 'buy']",0
853,"['waste', 'money']",0
854,"['far', 'work', 'like', 'charm']",1
855,"['week', 'far', 'good']",1
856,"['case', 'good', 'download', 'picture', 'laptop', 'use', 'ir', 'send', 'picture', 'laptop', 'phone']",1
857,"['recommend', 'item']",1
858,"['choice', 'headset', 'year', 'great', 'sound', 'good', 'volume', 'good', 'noise', 'cancellation']",1
859,"['nice', 'case', 'feel', 'good', 'hand']",1
860,"['item', 'receive', 'counterfeit']",0
861,"['good', '..', 'far', 'probably', 'good', 'bt', 'headset']",1
862,"['work', 'fine']",1
863,"['receive', 'headset', 'good', 'time', 'happy']",1
864,"['pleased', 'replace', 'travle', 'swivel', 'holster', 'blackberry', 'flip']",1
865,"['sister', 'love']",1
866,"['good', 'quality']",1
867,"['far', 'bad', 'purchase', 'amazon']",0
868,"['excellent', 'dual', 'purpose', 'headset']",1
869,['excellent'],1
870,"['work', 'listen', 'music', 'cingular', '8125']",0
871,"['completely', 'secure', 'hold', 'belt', 'iphone', 'inside']",1
872,"['bottowm', 'line', '...', 'worthless', 'cheap', 'gimmick', 'sprint']",0
873,"['trouble', 'volume']",0
874,"['good', 'thing', 'fit', 'comfortably', 'small', 'ear']",1
875,"['warning', 'buy']",0
876,"['pair', 'iphone', 'happy', 'far']",1
877,"['open', 'battery', 'connection', 'break', 'device', 'turn']",0
878,"['want', 'clip', 'ear', 'cause', 'discomfort']",0
879,"['good', 'headset']",1
880,"['trust', 'website', 'expect', 'helpful', 'support']",0
881,"['loud', 'glad', 'plantronics', '510', 'maintain', 'flawless', 'connection', 'cell', 'static', 'normal', 'use']",1
882,"['speaker', 'low', 'quality', 'ring', 'tone', 'sound', 'cheap']",0
883,"['fit', 'comfortably', 'come', 'size', 'earbud', 'tips']",1
884,"['bad', 'reception']",0
885,"['product', 'high', 'quality', 'chinese', 'crap']",0
886,"['comfortable', 'ear']",1
887,"['buy', 'product', 'fail']",0
888,"['product', 'wrong']",0
889,"['pairing', 'device', 'easy', 'barely', 'couple', 'minute', 'start', 'voice', 'dialing', 'feature']",1
890,"['utterly', 'confusing', 'cause', 'lose', 'couple', 'important', 'contact']",0
891,"['terrible', 'phone', 'holder']",0
892,"['cutout', 'button', 'place', 'perfectly']",1
893,"['love', 'able', 'use', 'headset', 'land', 'line', 'cell']",1
894,"['problem', 'ear', 'loop', 'weak', 'material', 'break', 'easily']",0
895,"['nearly', 'good', 'look', 'amazon', 'picture', 'look']",0
896,"['despite', 'flaw', 'case', 'exceptional', 'quality', 'worth', 'additional', 'cost', 'official', 'oem', 'product']",1
897,['stupid'],0
898,"['hear', 'drive', 'car', 'usually', 'loud', 'setting']",1
899,"['seller', 'ship', 'quickly', 'cheap', 'competitor']",1
900,"['good', 'samsung']",1
901,"['buy', '10', 'save', 'alot', 'money']",1
902,"['cut', 'beep', 'beep', 'beep', 'sound', 'signal', 'fail']",0
903,['figure'],0
904,"['phone', 'sound', 'ok', 'great', 'ok', 'wife', 'phone', 'totally', 'unintelligible', 'understand', 'word']",0
905,"['battery', 'phone', 'restart']",0
906,"['manage', 'bend', 'leaf', 'spring', 'place', 'metal', 'stress', 'break', 'drop']",0
907,"['leopard', 'print', 'wonderfully', 'wild']",1
908,['work'],1
909,"['saggy', 'floppy', 'piece', 'junk']",0
910,"['hard', 'plastic', 'case']",1
911,"['new', 'problem']",0
912,"['happy', 'far']",1
913,"['cool', 'phone']",1
914,"['work', 'good']",1
915,"['motorola', 'finally', 'voice', 'quality', 'bluetooth', 'headset', 'right']",1
916,"['loose', 'connection', 'phone', 'couple', 'foot']",0
917,"['great', 'recommend']",1
918,"['easy', 'bluetooth', 'wear']",0
919,"['....', 'pretty', 'useless']",0
920,[],0
921,"['pair', 'headphone', 'bad', 'sound', 'wise']",0
922,"['...', 'drain', 'weak', 'snap']",0
923,"['charge', 'cingular', 'att', '8525', 'phone']",0
924,"['extra', 'minute', 'carry', 'cut']",1
925,"['year', 'fliptop', 'start', 'loose', 'wobbly', 'eventually', 'screen', 'black', 'receive', 'place']",0
926,"['catch', 'cable', 'seat', 'pull', 'phone', 'turn']",0
927,"['headset', 'fulfill', 'requirement', 'happy', 'purchase']",1
928,"['logitech', 'bluetooth', 'headset', '10']",1
929,"['like', 'fact', 'rest', 'lightly', 'ear', 'inside']",1
930,"['lot', 'website', 'rate', 'good', 'phone', 'i.']",1
931,"['try', 'cable', 'computer', 'ipod', 'work', 'fine']",1
932,"['mic', 'joke', 'volume', 'low']",0
933,['return'],0
934,"['maintain', 'connection', 'computer', 'lap']",0
935,"['easy', 'turn', 'car', 'volume', 'control', 'accessable']",1
936,"['year', 'christmas', 'buy', 'rest', 'family']",1
937,"['easy', 'install', 'use', 'clear', 'sound']",1
938,"['nice', 'leather']",1
939,"['purchase', 'different', 'case']",0
940,"['joy', 'use']",1
941,"['disappointed', 'company']",0
942,['satisifed'],1
943,['charge'],0
944,"['phone', '2005', '....', 'buy', 's710a', 'wow']",1
945,"['button', 'small']",0
946,"['read', 'spec', 'wow']",1
947,"['love', '..', 'great', 'armband']",1
948,"['like', 'product', 'motorola', 'allot', 'clear', 'ear', 'piece', 'mic']",1
949,"['keypad', 'tinny', 'reach', 'wrong', 'button']",0
950,"['exchange', 'sony', 'ericson', 'z500a', 'pretty', 'happy', 'decision']",1
951,"['impressed', 'price', 'case']",1
952,"['easy', 'hold']",1
953,"['use', 'product', 'motor', 'control', 'center', 'lot', 'high', 'voltage', 'hum', 'equipment', 'work', 'great']",1
954,"['pretty', 'easy']",1
955,"['certain', 'place']",0
956,"['girl', 'complain', 'time', 'phone', 'wake', 'like', 'normal', 'phone']",0
957,"['beautiful', 'styling']",1
958,"['company', 'charge', 'restock', 'fee', 'refund']",0
959,"['try', 'return', 'refund']",0
960,"['plug', 'find', 'darn', 'thing', 'work']",0
961,"['excellent', 'product']",1
962,"['earbud', 'piece', 'break', 'easily']",0
963,"['lousy', 'product']",0
964,"['phone', 'try', 'hard', 'fail', 'ability', 'phone']",0
965,"['good', 'charger', 'market']",1
966,"['sweetest', 'phone']",1
967,"['-)oh', 'charger', 'work', 'fine']",1
968,"['fit', 'securely', 'ear', 'hook', 'need', 'use', 'sound', 'direct', 'ear', 'canal']",1
969,['volume'],0
970,"['echo', 'problem', '....', 'unsatisfactory']",0
971,"['2', 'video', 'time', 'quality', 'poor']",0
972,"['waste', 'money']",0
973,"['negatively', 'review', 'product']",0
974,"['adapter', 'provide', 'charge', 'current']",0
975,"['hype', 'phone', 'assume', 'good', 'mistake']",0
976,"['picture', 'case', 'lense', 'cover']",0
977,"['phone', 'fall', 'easily']",0
978,"['work', 'people', 'hear', 'talk']",0
979,"['text', 'message', 'feature', 'tricky', 'use']",0
980,"['disappointed', 'charger', 'work']",0
981,"['painful', 'ear']",0
982,"['day', 'blow']",0
983,['disappointed'],0
984,"['kind', 'flop']",0
985,"['screen', 'smudge', 'easily', 'touch', 'ear', 'face']",0
986,"['piece', 'junk', '..', 'lose', 'phone']",0
987,"['item', 'match', 'picture']",0
988,"['thing', 'disappoint', 'infra', 'red', 'port', 'irda']",0
989,"['answer', 'unit', 'work']",0
990,"['wow', '...', 'love', 'place']",1
991,"['crust', 'good']",0
992,"['tasty', 'texture', 'nasty']",0
993,"['stop', 'late', 'bank', 'holiday', 'rick', 'steve', 'recommendation', 'love']",1
994,"['selection', 'menu', 'great', 'price']",1
995,"['angry', 'want', 'damn', 'pho']",0
996,"['honeslty', 'taste', 'fresh']",0
997,"['potato', 'like', 'rubber', 'tell', 'ahead', 'time', 'warmer']",0
998,"['fry', 'great']",1
999,"['great', 'touch']",1
1000,"['service', 'prompt']",1
1001,[],0
1002,"['cashier', 'care', 'end', 'wayyy', 'overpriced']",0
1003,"['try', 'cape', 'cod', 'ravoli', 'chicken', 'cranberry', '...', 'mmmm']",1
1004,"['disgusted', 'pretty', 'sure', 'human', 'hair']",0
1005,"['shock', 'sign', 'indicate', 'cash']",0
1006,"['highly', 'recommend']",1
1007,"['waitress', 'little', 'slow', 'service']",0
1008,"['place', 'worth', 'time', 'let', 'vegas']",0
1009,['like'],0
1010,"['burrittos', 'blah']",0
1011,"['food', 'amazing']",1
1012,"['service', 'cute']",1
1013,"['care', '...', 'interior', 'beautiful']",1
1014,['perform'],1
1015,"['right', '....', 'red', 'velvet', 'cake', '.....', 'ohhh', 'stuff', 'good']",1
1016,"['bring', 'salad', 'ask']",0
1017,"['hole', 'wall', 'great', 'mexican', 'street', 'taco', 'friendly', 'staff']",1
