,Customer_id,Phone,OnlineSecurity,OnlineBackup,TechSupport,DeviceProtection,StreamingTV,StreamingMovies,PaperlessBilling,DSL,Fiber Optic
1981,N709080,1,1,0,0,1,1,0,0,0,1
1982,U542416,1,0,0,0,0,0,1,1,0,1
1983,W61708,1,1,0,0,0,0,1,0,1,0
1984,M318063,1,1,0,0,0,1,0,1,1,0
1985,C801700,1,0,1,0,0,0,1,1,0,1
1986,J118805,1,1,1,0,1,1,0,1,0,1
1987,I735245,1,0,1,0,0,1,0,0,0,1
1988,L600852,1,0,1,1,0,0,0,1,0,1
1989,M879457,1,1,0,1,1,0,1,1,0,0
1990,G927101,1,1,0,0,1,1,1,1,0,1
1991,T107748,1,0,1,1,0,0,1,1,0,1
1992,Y568846,1,0,0,0,1,1,0,1,0,1
1993,U908663,1,1,1,0,1,0,1,1,0,0
1994,V183873,1,1,1,1,1,1,0,0,1,0
1995,L111051,0,1,0,1,0,1,0,0,0,0
1996,Q610513,1,1,1,0,0,1,0,0,1,0
1997,E582623,1,0,1,0,1,1,1,1,0,1
1998,P854464,1,0,1,1,1,1,0,1,0,1
1999,E511723,1,1,1,0,1,0,0,0,0,0
2000,M826178,1,0,1,0,1,1,1,1,0,0
2001,S858588,1,1,1,0,0,0,1,1,0,1
2002,F648241,1,1,0,0,0,1,0,0,0,1
2003,E140541,1,1,1,0,1,0,0,0,1,0
2004,O347208,1,1,0,0,0,1,1,0,0,1
2005,U282565,1,0,0,0,0,0,0,1,0,1
2006,X599782,1,0,1,0,1,1,1,1,0,1
2007,N927054,0,0,1,1,1,1,1,0,1,0
2008,N892048,1,1,0,1,1,1,0,1,1,0
2009,F753373,1,0,0,0,1,0,1,1,1,0
2010,D736145,1,0,1,0,1,0,1,1,1,0
2011,S242452,0,1,0,0,1,0,1,1,0,0
2012,K802864,0,0,1,0,1,1,0,1,0,1
2013,Z543865,1,0,1,0,0,0,1,0,0,1
2014,T400799,1,0,1,0,1,1,0,1,1,0
2015,N765545,1,0,1,1,1,0,0,0,1,0
2016,G24522,1,1,1,0,1,1,1,1,0,1
2017,C186329,0,0,1,0,0,1,1,1,0,1
2018,O412041,1,0,0,1,0,1,1,0,0,1
2019,O444965,1,0,0,1,0,0,1,0,0,1
2020,A823740,1,0,0,0,0,1,0,0,1,0
2021,S66397,1,0,1,0,0,1,0,1,1,0
2022,U289879,1,0,1,0,1,0,1,0,1,0
2023,B471691,1,0,1,0,1,1,0,1,0,0
2024,F644052,1,0,0,0,1,0,0,0,1,0
2025,D634003,1,0,0,0,1,1,1,1,1,0
2026,M652188,0,0,0,0,1,0,0,1,1,0
2027,Q105645,1,1,1,1,1,1,0,1,1,0
2028,G906721,1,0,1,0,1,1,1,1,0,1
2029,N451528,1,1,0,0,1,1,0,1,1,0
2030,D154460,1,0,0,0,0,1,0,0,0,1
2031,V524680,1,0,0,1,0,0,0,0,1,0
2032,H154358,1,1,0,0,0,0,0,1,0,1
2033,Y561275,0,0,0,0,1,0,1,0,0,1
2034,O987448,1,0,1,0,0,0,1,1,1,0
2035,V540593,1,1,0,0,1,1,0,1,0,0
2036,Q955462,1,0,0,0,0,1,0,1,1,0
2037,J898084,1,1,1,1,0,1,1,0,0,0
2038,E15840,1,0,0,0,0,1,0,1,0,0
2039,Y616166,1,0,1,0,1,1,0,1,0,1
2040,D984586,1,0,1,0,0,1,0,1,0,1
2041,X53693,1,0,0,0,0,0,0,1,0,1
2042,T06917,0,1,1,0,1,1,1,0,0,1
2043,Q81623,1,0,1,1,0,0,0,0,1,0
2044,G548369,1,0,1,1,0,1,1,1,0,1
2045,Y704877,1,1,0,0,1,0,0,0,0,1
2046,O410610,1,1,1,0,1,1,0,1,0,1
2047,U71984,0,0,0,1,1,0,1,1,1,0
2048,E449403,1,0,0,0,0,1,0,0,1,0
2049,X633473,1,0,1,0,0,1,1,0,0,1
2050,A260461,0,0,0,1,0,0,1,1,1,0
2051,K578547,1,1,0,0,1,1,0,0,0,1
2052,S258368,1,0,1,0,0,1,1,0,1,0
2053,B483014,1,0,0,1,0,1,0,1,0,0
2054,K598923,1,0,1,0,0,1,0,0,0,1
2055,C130346,1,0,0,0,1,1,0,0,0,0
2056,A822635,1,0,1,1,0,0,0,0,1,0
2057,C230660,1,1,0,0,0,1,0,1,0,0
2058,U896725,1,0,1,0,0,0,0,1,0,0
2059,S588320,1,0,0,1,0,1,1,1,1,0
2060,K724315,1,0,1,0,1,1,1,1,1,0
2061,E553725,1,0,1,0,1,0,1,0,0,1
2062,Y997825,1,0,0,0,0,0,1,1,1,0
2063,S197399,1,0,1,0,1,1,0,1,0,0
2064,I962364,1,1,0,0,0,1,0,0,0,1
2065,S169323,1,1,1,0,1,1,1,1,1,0
2066,T504980,1,0,0,0,0,1,0,1,0,1
2067,K840745,1,0,1,0,1,1,0,1,0,1
2068,M410334,1,1,0,0,0,1,0,1,0,1
2069,T306269,1,1,1,0,0,1,0,0,1,0
2070,F471155,0,0,0,0,0,1,1,0,0,0
2071,T809859,1,0,0,0,1,0,0,0,0,1
2072,O506037,1,0,1,0,0,0,1,0,0,1
2073,A564348,1,1,0,0,0,0,1,0,0,1
2074,W511688,1,0,0,1,1,0,0,1,1,0
2075,X428566,1,1,0,0,1,1,0,1,0,1
2076,X872459,1,0,0,0,1,0,0,0,0,0
2077,E370537,1,0,0,1,0,1,1,1,0,1
2078,B447151,1,0,1,1,0,0,0,1,0,0
2079,U670681,1,0,0,0,1,1,1,0,0,1
2080,D423729,1,0,1,0,1,0,1,1,1,0
2081,M251105,1,0,0,0,0,1,0,1,0,1
2082,E761923,1,0,0,1,1,1,1,1,0,0
2083,R899126,1,1,0,0,1,0,1,1,0,1
2084,Z757096,1,1,1,1,0,0,0,1,1,0
2085,F560212,1,0,0,0,0,1,0,0,1,0
2086,Z566002,1,1,0,1,0,0,1,1,0,1
2087,S144581,0,1,0,1,1,0,0,1,1,0
2088,K156953,1,0,0,0,0,1,1,0,0,1
2089,O980113,1,0,1,0,0,0,0,1,1,0
2090,V320235,1,0,0,0,1,0,1,0,0,1
2091,S905756,1,0,0,0,1,0,0,1,1,0
2092,J460469,1,0,1,0,0,1,0,0,0,1
2093,S372424,1,0,0,0,1,1,0,0,0,0
2094,K527252,1,1,0,0,0,1,0,1,1,0
2095,U817172,1,0,1,0,0,1,1,1,0,1
2096,U344720,0,0,0,0,1,0,1,1,1,0
2097,U573497,1,0,0,0,1,1,1,0,1,0
2098,M634196,1,1,1,0,1,0,1,0,0,1
2099,V153573,1,1,1,0,1,0,1,0,1,0
2100,D862321,1,1,0,1,1,0,0,1,0,1
2101,F855746,1,0,1,0,0,1,0,0,0,0
2102,N179804,1,0,1,1,0,1,0,0,0,0
2103,A947132,1,0,0,0,0,0,1,0,1,0
2104,D140678,0,0,0,0,0,1,1,1,0,1
2105,N51963,1,0,1,0,0,0,1,1,0,1
2106,I975420,1,1,0,0,1,0,0,1,1,0
2107,X494393,1,0,1,0,1,1,0,0,0,0
2108,Q749337,1,0,0,0,0,1,0,0,0,0
2109,U698178,1,1,1,0,0,1,0,1,1,0
2110,A984966,1,0,0,0,1,1,1,1,1,0
2111,D176700,1,0,1,1,0,1,0,1,0,1
2112,W384122,1,0,1,1,0,1,1,0,0,1
2113,Q420319,1,0,0,1,0,1,1,0,0,0
2114,J765743,0,0,0,0,1,0,1,1,0,0
2115,F322259,1,1,1,1,0,1,0,0,0,0
2116,K588515,1,0,0,0,1,1,1,0,0,1
2117,G227154,1,0,1,0,0,1,1,0,0,0
2118,M188312,1,0,0,1,1,1,0,1,1,0
2119,X557239,1,1,0,0,0,1,1,1,0,1
2120,B393356,1,0,0,1,0,1,0,0,0,1
2121,Z113624,1,0,0,1,0,0,0,0,1,0
2122,D323193,1,1,0,0,0,1,1,1,0,1
2123,Q38182,1,0,0,0,0,0,0,0,1,0
2124,O147731,0,0,1,0,0,0,0,1,0,1
2125,L560973,0,0,1,1,0,1,0,0,0,1
2126,L753491,0,1,1,1,1,1,1,1,1,0
2127,B293319,1,1,1,1,0,1,0,1,0,1
2128,I854440,1,0,0,0,1,0,1,0,0,1
2129,K466776,1,0,1,0,0,1,0,0,0,1
2130,I395495,1,1,1,1,0,1,1,1,0,1
2131,T13306,0,0,0,0,0,1,0,1,1,0
2132,V473732,1,0,0,0,1,1,1,0,0,1
2133,A764510,1,0,1,0,0,0,1,1,1,0
2134,V812066,0,1,0,1,1,1,1,1,0,0
2135,U505805,1,1,1,1,0,1,1,0,0,1
2136,I319064,1,1,0,0,0,1,1,1,0,1
2137,V112489,1,1,0,0,0,1,0,1,0,1
2138,B198899,1,0,1,1,1,1,1,1,0,1
2139,V86587,1,0,0,0,1,0,1,0,0,0
2140,A552277,1,0,1,1,0,1,0,1,1,0
2141,P183760,1,1,0,0,1,0,0,1,1,0
2142,I697644,1,0,0,0,0,1,0,0,0,0
2143,L736665,1,1,0,0,1,0,0,1,0,1
2144,Y37120,1,1,0,1,1,1,1,1,0,1
2145,N38323,1,1,0,1,0,1,1,1,1,0
2146,D72544,1,1,1,0,1,1,1,1,1,0
2147,U204351,1,0,0,0,0,0,0,0,1,0
2148,K640365,1,0,1,0,0,0,1,1,1,0
2149,Q448092,1,1,0,1,0,1,0,1,1,0
2150,P636120,0,1,1,0,0,1,1,1,1,0
2151,F176447,1,0,0,0,1,0,0,1,0,1
2152,Q501175,0,0,0,0,0,0,0,1,1,0
2153,T805948,1,0,0,0,0,0,0,0,0,1
2154,J141938,1,1,0,0,1,1,1,1,0,1
2155,V17305,1,1,0,0,0,1,0,0,0,0
2156,F558455,1,1,0,0,1,0,0,1,0,1
2157,A393225,0,1,0,1,1,1,1,0,0,1
2158,Z960689,1,0,0,0,0,1,1,0,0,1
2159,Z680350,1,0,1,1,0,1,0,0,1,0
2160,S584863,1,1,0,0,0,1,1,1,1,0
2161,A184694,1,1,1,0,0,0,0,0,1,0
2162,B921858,1,0,1,0,0,1,0,1,0,1
2163,P43520,1,0,1,0,0,1,1,0,0,1
2164,R212242,1,1,0,0,0,1,1,0,0,1
2165,W304055,1,0,0,0,0,0,1,1,0,0
2166,W319899,1,1,0,1,1,1,1,0,1,0
2167,R86309,1,0,1,1,1,1,0,0,1,0
2168,W616179,1,1,0,0,1,0,1,1,0,1
2169,R468786,1,0,1,1,0,0,1,1,1,0
2170,Z680392,1,1,1,0,0,1,1,1,0,0
2171,C813162,1,1,0,0,0,0,1,0,0,0
2172,C209549,1,1,1,0,1,0,1,0,1,0
2173,H813670,1,0,0,0,0,0,1,0,0,0
2174,Z129976,1,0,1,1,0,1,0,0,0,0
2175,Z21281,1,1,0,0,0,0,1,0,0,0
2176,S66272,1,1,0,0,1,1,1,0,1,0
2177,C993846,1,1,1,0,1,1,1,1,0,0
2178,R564739,1,0,0,0,0,1,1,1,0,1
2179,Q858315,1,0,0,0,0,1,0,0,0,1
2180,C341035,1,0,0,0,1,0,0,1,0,1
2181,K340706,1,0,0,1,0,1,1,0,0,0
2182,C461782,1,0,1,0,0,0,0,1,0,1
2183,Y271616,1,0,1,0,0,0,1,1,0,1
2184,D39279,1,0,1,0,0,1,0,0,0,1
2185,S981645,0,1,1,0,0,0,1,0,1,0
2186,Z578943,1,0,1,1,0,0,1,1,1,0
2187,B842292,1,1,1,0,0,1,0,1,1,0
2188,S06924,1,1,0,0,0,1,1,1,1,0
2189,W286676,0,1,0,0,1,1,0,1,0,1
2190,K863807,1,0,0,1,1,0,0,1,1,0
2191,F851755,1,1,0,1,0,0,0,1,1,0
2192,J150941,0,0,0,0,0,0,1,1,1,0
2193,B446255,1,0,0,1,1,1,1,0,1,0
2194,O128322,1,0,0,1,0,1,0,1,1,0
2195,B717434,1,0,1,0,0,0,0,0,0,1
2196,L09452,1,0,0,0,1,0,0,1,1,0
2197,Y112097,1,0,0,1,0,0,1,1,0,0
2198,E613276,1,1,1,0,1,1,1,1,0,1
2199,Y358625,1,0,1,0,0,0,0,1,1,0
2200,L473992,1,0,0,0,0,0,0,1,1,0
2201,L146780,1,0,0,1,1,0,1,0,0,1
2202,K487772,1,0,0,1,1,1,1,0,1,0
2203,P87929,1,0,0,0,1,0,0,1,1,0
2204,P549470,1,0,0,1,0,1,1,0,1,0
2205,U469886,1,1,0,1,0,0,1,1,0,1
2206,Z827010,1,0,1,0,0,0,0,1,0,1
2207,N816335,1,0,1,1,0,1,0,0,0,0
2208,P888263,1,1,1,0,0,1,1,0,0,1
2209,Y221956,1,0,0,1,0,0,0,0,1,0
2210,G838188,1,0,0,0,0,0,0,1,0,1
2211,X946359,1,1,1,1,1,0,0,0,0,1
2212,A53575,1,0,1,0,0,0,0,1,0,0
2213,F335560,1,1,1,1,1,1,0,0,0,0
2214,S487434,1,0,0,0,0,0,0,1,1,0
2215,Q667742,1,0,1,1,0,0,1,0,0,1
2216,N842500,1,0,0,0,1,1,1,1,1,0
2217,R506451,1,0,0,1,0,0,1,1,0,0
2218,U565764,1,0,0,0,1,1,0,0,0,1
2219,L142934,1,1,1,0,1,1,1,0,1,0
2220,G17131,0,1,1,1,0,0,0,0,0,1
2221,R686984,1,0,0,0,0,0,0,0,0,1
2222,K846511,1,0,0,1,1,0,0,0,1,0
2223,G966744,1,0,0,0,1,1,0,0,1,0
2224,M847600,1,0,1,0,0,0,1,1,1,0
2225,Y996334,1,0,1,0,0,0,0,1,1,0
2226,V455137,1,0,0,1,0,0,1,0,1,0
2227,H153949,1,1,0,0,0,1,1,0,0,1
2228,T401958,1,0,1,0,1,1,0,1,0,0
2229,Z462594,1,0,0,0,1,1,0,1,1,0
2230,O554282,1,0,0,0,0,1,1,0,1,0
2231,U632597,1,0,1,0,1,1,1,1,0,1
2232,R21451,1,0,1,0,0,1,0,1,1,0
2233,G730072,1,0,1,0,0,0,1,1,0,0
2234,R257162,1,0,1,0,1,1,0,0,1,0
2235,O881167,1,0,0,1,0,1,1,1,0,1
2236,B651104,1,0,1,1,1,1,1,0,1,0
2237,L853820,1,1,0,1,0,0,0,1,0,1
2238,T539156,1,0,1,1,1,0,0,0,0,1
2239,U13490,1,0,0,1,1,1,0,1,0,0
2240,T689270,1,0,1,0,0,1,0,1,0,1
2241,I902249,1,0,1,0,0,0,1,1,0,1
2242,D60541,1,1,0,0,0,1,1,1,0,1
2243,Q17056,1,0,1,1,1,0,1,0,1,0
2244,A661362,1,0,1,0,1,0,0,1,1,0
2245,Y909888,1,1,0,0,1,0,1,1,1,0
2246,Q109692,1,0,0,1,1,0,1,0,0,0
2247,H130516,1,0,1,1,0,0,1,0,0,0
2248,J416511,1,1,0,0,0,1,1,0,1,0
2249,R313998,1,1,1,0,0,0,0,1,1,0
2250,W970160,1,1,1,0,1,0,0,1,0,1
2251,F437041,1,0,0,0,1,0,1,0,0,1
2252,W384807,1,0,1,0,0,0,1,1,1,0
2253,H773130,1,0,1,0,0,1,0,0,1,0
2254,Y206805,1,0,0,0,0,0,1,0,0,1
2255,Q634561,1,0,0,0,0,0,1,1,1,0
2256,D877925,1,0,1,0,0,0,0,1,0,0
2257,S815917,1,1,0,0,1,1,1,0,0,1
2258,W53761,1,1,0,1,0,0,1,1,0,0
2259,H909511,1,0,0,0,0,1,0,1,0,1
2260,F630480,1,0,0,0,0,1,0,0,0,1
2261,G463713,1,1,0,1,0,0,1,1,0,0
2262,S704962,1,0,0,0,0,1,1,0,0,1
2263,T326046,1,0,0,0,1,1,0,0,0,1
2264,D538894,1,0,0,1,0,0,1,1,0,0
2265,D176597,1,0,1,0,0,1,1,1,0,1
2266,S333764,1,1,0,1,1,1,1,0,0,1
2267,Z529081,1,1,1,0,1,1,1,1,0,1
2268,K316646,1,1,1,0,0,1,1,1,1,0
2269,G547194,1,1,0,0,1,0,1,0,1,0
2270,V721671,1,1,1,1,0,1,1,0,0,0
2271,B300786,0,0,0,0,1,0,1,1,1,0
2272,H832557,1,0,1,1,1,1,1,1,1,0
2273,F475715,1,0,0,0,0,1,1,0,0,1
2274,H89950,1,0,1,0,1,1,0,1,1,0
2275,F198326,1,1,1,1,1,1,1,0,1,0
2276,D289914,1,0,0,1,0,0,1,1,0,0
2277,H227023,1,0,0,0,0,0,0,1,1,0
2278,H134577,1,0,0,0,1,0,1,0,0,1
2279,Q450492,1,0,1,0,0,0,0,1,0,1
2280,Z81410,1,1,1,1,1,1,0,1,0,1
2281,N309726,1,1,0,0,0,1,1,0,0,1
2282,E405064,1,0,0,1,0,0,0,1,0,1
2283,N532929,0,1,1,1,0,0,0,1,0,1
2284,O466894,1,1,0,0,0,1,0,0,0,1
2285,B72873,1,0,1,1,1,1,1,0,0,1
2286,U300011,1,0,1,1,1,0,1,1,0,0
2287,V596816,1,0,1,1,1,1,0,1,1,0
2288,J590464,1,0,0,0,1,0,0,0,1,0
2289,Q354961,1,0,1,0,1,1,0,0,1,0
2290,P342976,0,1,1,0,0,1,0,1,0,1
2291,B971638,1,1,1,0,0,1,0,0,0,1
2292,U372337,1,1,0,0,1,0,0,0,0,1
2293,K150476,1,0,1,0,1,0,0,0,0,0
2294,B873691,1,0,1,0,1,0,0,0,1,0
2295,H532086,1,0,1,0,0,1,1,1,1,0
2296,G897228,1,1,1,0,0,1,0,1,1,0
2297,K729511,1,1,1,1,0,1,1,1,0,1
2298,H316557,1,0,0,1,1,1,1,1,0,1
2299,J741530,1,0,0,0,1,0,0,1,0,0
2300,P763257,1,1,1,0,0,0,1,1,0,1
2301,A687783,0,0,0,1,1,1,1,0,1,0
2302,E138556,1,0,1,0,0,0,1,0,0,1
2303,O987835,1,1,1,0,1,1,1,1,1,0
2304,P606593,1,0,0,1,1,1,0,1,0,1
2305,B857068,1,0,0,0,0,1,0,1,0,0
2306,U980861,0,0,0,1,1,0,0,1,1,0
2307,Z900744,1,1,0,0,0,1,0,0,1,0
2308,L239044,1,0,0,1,1,1,1,1,1,0
2309,T841767,1,0,0,0,0,0,1,1,0,1
2310,T111377,1,0,1,0,1,1,1,1,0,0
2311,C60436,1,0,1,1,1,0,0,1,0,0
2312,I172741,1,1,1,1,0,1,1,1,1,0
2313,W102835,1,1,0,1,1,0,1,1,1,0
2314,N813159,0,1,1,0,1,1,0,0,0,1
2315,V140814,1,0,1,0,0,0,0,1,0,1
2316,G372041,1,0,0,0,0,0,0,1,1,0
2317,Q437352,1,1,1,1,1,1,0,1,1,0
2318,L760140,1,0,0,0,1,1,1,1,0,0
2319,Z246678,1,1,1,0,0,0,1,1,0,0
2320,U409049,1,0,0,0,1,0,1,1,0,1
2321,X354809,1,0,1,0,1,1,0,1,0,0
2322,G945520,1,0,0,1,0,1,0,0,0,1
2323,L308466,1,1,1,1,0,1,1,1,1,0
2324,Y626351,1,0,0,1,0,0,0,1,1,0
2325,D500075,1,1,0,1,1,1,0,1,0,0
2326,P801178,1,0,1,1,0,1,1,1,1,0
2327,R686175,1,0,0,0,0,1,1,1,0,0
2328,X660649,1,0,1,0,0,1,1,0,0,0
2329,W195495,1,1,1,0,1,0,0,0,1,0
2330,X528862,0,0,1,0,1,0,0,0,1,0
2331,Y593474,1,1,1,0,0,0,1,1,0,1
2332,U332484,1,0,0,1,1,1,1,0,1,0
2333,Z775001,1,0,0,1,1,0,0,1,1,0
2334,R905881,1,1,0,1,1,0,1,1,1,0
2335,D602975,1,0,0,1,1,1,0,0,0,1
2336,I879525,1,1,1,0,1,0,1,1,0,1
2337,H111089,1,1,0,1,1,0,0,1,0,0
2338,K43726,1,1,1,0,1,0,0,0,0,0
2339,J137993,1,0,0,1,1,1,0,0,0,1
2340,J708845,1,0,1,0,0,1,0,1,0,1
2341,R145875,1,0,0,1,0,1,0,0,0,0
2342,E630053,1,0,0,0,1,1,1,0,0,1
2343,P94424,1,1,0,0,1,1,1,1,0,0
2344,G583212,1,0,1,0,1,1,0,1,0,1
2345,Z979585,1,1,1,1,1,0,0,1,0,1
2346,Z668723,1,1,1,0,0,1,0,1,0,1
2347,Z210418,1,1,1,0,0,0,1,1,1,0
2348,W910705,1,0,1,0,0,1,0,0,1,0
2349,Y781307,1,0,1,1,0,0,1,1,0,1
2350,Q604081,1,0,0,1,1,0,1,0,1,0
2351,X469724,1,0,1,1,1,1,0,0,1,0
2352,B738673,1,0,0,1,1,1,1,1,0,1
2353,W588921,1,0,0,0,0,0,1,1,1,0
2354,Q352952,0,0,0,1,0,0,0,0,0,1
2355,D366434,1,0,0,0,1,0,1,0,1,0
2356,E856185,1,0,0,1,0,0,0,1,0,0
2357,W728041,1,0,0,0,0,0,0,1,0,1
2358,F259824,1,0,1,1,0,1,0,0,0,1
2359,R64763,1,0,1,0,1,0,0,1,0,0
2360,K255983,0,0,1,0,0,0,1,0,0,1
2361,O919870,1,0,0,1,0,1,1,1,0,1
2362,L170050,0,1,0,1,0,0,0,0,0,1
2363,U586559,1,1,1,1,0,0,1,1,1,0
2364,T666759,1,0,0,0,0,0,1,0,0,0
2365,V79382,1,0,1,0,1,1,1,0,0,0
2366,B66617,1,0,1,1,1,0,1,1,1,0
2367,Z216550,0,1,0,1,1,1,1,1,0,1
2368,V750894,1,1,0,0,1,1,1,1,0,1
2369,H24863,1,0,0,0,0,1,1,0,1,0
2370,L287625,1,0,0,1,0,0,0,1,1,0
2371,I788189,0,0,1,1,0,1,1,1,0,1
2372,Z399760,1,0,1,1,1,0,0,1,0,1
2373,Z821315,1,0,0,0,1,0,1,0,1,0
2374,C138736,1,0,0,1,1,1,0,0,1,0
2375,A311758,1,0,0,1,0,1,0,1,0,1
2376,T128099,1,0,0,0,1,0,1,1,0,0
2377,A202517,1,0,0,0,0,1,1,0,1,0
2378,E481237,1,0,0,1,0,0,0,1,1,0
2379,K202061,1,0,1,0,1,0,0,1,0,1
2380,K76568,1,0,0,0,1,0,1,1,0,0
2381,S280138,1,1,0,0,0,0,1,0,1,0
2382,L159194,1,0,0,0,0,1,0,0,0,1
2383,B940410,1,0,1,0,1,0,0,1,0,0
2384,F610746,1,0,1,0,0,1,0,1,1,0
2385,A599326,1,0,0,1,0,0,1,1,1,0
2386,K379082,1,1,0,0,0,0,0,1,0,1
2387,F610309,1,0,1,0,1,1,0,1,0,1
2388,M953755,0,1,0,1,0,0,0,0,1,0
2389,D301136,1,0,0,1,1,0,1,1,0,1
2390,W870795,1,0,1,1,0,0,0,1,0,1
2391,H540729,1,1,0,1,0,1,1,1,0,1
2392,T675540,1,0,1,0,0,0,0,1,1,0
2393,U747542,1,1,1,0,1,1,1,0,1,0
2394,S547319,0,1,1,0,1,0,0,1,1,0
2395,W799177,1,0,1,0,0,1,1,1,1,0
2396,K640928,0,1,0,0,1,1,1,1,0,0
2397,W817414,1,1,1,0,1,1,0,1,0,1
2398,Z365104,1,0,0,0,1,1,1,1,1,0
2399,W597078,1,0,0,0,1,0,0,1,0,1
2400,U571507,1,1,0,0,0,1,1,0,0,1
2401,Z292826,1,0,0,0,0,1,0,0,1,0
2402,T409278,1,0,0,0,1,1,0,1,1,0
2403,O412588,1,0,0,0,1,1,1,1,0,0
2404,W778119,1,1,0,0,1,1,0,1,0,1
2405,U183959,1,0,1,0,0,1,0,1,0,1
2406,M87448,1,0,0,0,0,0,0,1,0,1
2407,Q108937,1,1,1,0,0,1,0,0,0,0
2408,W427020,1,0,0,0,0,0,0,1,0,0
2409,Z947341,0,0,0,0,0,1,1,1,1,0
2410,W152566,1,1,1,0,1,1,1,1,1,0
2411,S778231,1,0,1,0,1,0,0,0,1,0
2412,W971937,1,1,1,0,1,0,1,1,0,0
2413,P458494,1,0,1,1,0,0,0,0,1,0
2414,B378434,1,0,1,0,0,1,1,1,0,1
2415,O489073,1,0,1,1,0,0,0,1,0,0
2416,X213581,1,0,0,0,1,0,1,1,0,0
2417,Z799254,1,0,1,1,0,1,1,1,0,1
2418,Z552246,1,0,1,0,1,1,0,1,1,0
2419,O186082,1,1,1,1,0,0,1,0,0,0
2420,I488314,1,1,0,1,0,0,0,0,0,1
2421,T101606,0,1,1,0,0,1,0,0,0,1
2422,Q532087,0,0,1,1,1,1,0,1,1,0
2423,R525686,1,0,1,1,1,0,0,1,0,1
2424,N437010,1,0,0,0,0,0,1,1,1,0
2425,L977760,1,1,1,1,1,1,1,1,1,0
2426,B197030,1,0,0,0,0,0,0,1,0,1
2427,F78209,1,1,1,0,0,0,1,0,1,0
2428,Z842388,1,0,0,0,0,1,1,0,1,0
2429,I110210,1,0,0,0,0,0,1,1,0,1
2430,O839517,1,0,0,1,0,0,1,1,1,0
2431,J990450,1,1,0,1,0,0,0,0,1,0
2432,U301898,1,0,1,0,1,0,0,1,1,0
2433,X805639,1,1,1,1,0,0,1,0,1,0
2434,V940936,1,0,0,0,1,0,0,1,0,1
2435,D830423,1,0,0,1,0,1,1,0,1,0
2436,H88746,1,0,0,1,0,1,0,0,0,1
2437,N202881,1,0,1,0,1,1,1,0,0,0
2438,K222051,1,0,0,0,1,0,1,0,1,0
2439,W689795,1,0,0,0,0,1,0,0,0,1
2440,R391342,1,1,1,0,1,0,1,1,0,1
2441,S322375,1,0,0,1,0,1,0,0,0,0
2442,R976797,1,0,1,0,1,1,1,0,1,0
2443,P944183,1,1,0,0,0,1,1,0,1,0
2444,B140147,1,0,1,0,0,1,1,0,1,0
2445,T643468,1,0,0,0,0,0,1,0,0,1
2446,R297432,1,0,1,1,1,1,1,1,1,0
2447,W575781,0,0,1,0,0,1,1,1,0,1
2448,K980932,1,0,0,1,1,0,0,0,1,0
2449,I117898,1,0,0,1,1,0,1,0,0,1
2450,U611705,1,0,0,0,1,0,0,1,0,0
2451,B475242,1,1,1,0,1,1,1,1,0,0
2452,C360449,1,0,1,0,0,1,0,0,1,0
2453,X44555,1,0,1,0,0,1,1,0,0,1
2454,G68954,1,0,1,1,0,1,1,0,0,1
2455,Z836778,1,1,1,0,1,0,0,1,1,0
2456,E884497,1,0,0,1,0,1,0,0,1,0
2457,Q565796,1,0,0,0,1,0,1,0,1,0
2458,U463755,1,0,1,0,0,0,1,0,1,0
2459,P336244,1,0,1,1,0,0,0,1,1,0
2460,X707597,0,1,1,0,1,1,0,0,1,0
2461,Y474491,1,0,1,0,1,1,0,1,1,0
2462,H08927,1,0,1,0,0,0,0,1,0,1
2463,H306057,1,1,0,0,1,0,0,1,1,0
2464,E197128,1,0,0,0,0,0,0,0,0,0
2465,L291188,1,1,1,1,0,0,1,1,1,0
2466,N245383,1,0,0,0,1,1,0,0,1,0
2467,T565722,1,1,1,1,0,0,1,0,1,0
2468,K15484,1,0,0,0,0,1,1,1,1,0
2469,E587927,1,0,1,0,0,1,0,1,0,1
2470,X548528,1,0,0,0,0,1,0,1,0,0
2471,C808417,1,0,0,1,0,0,1,1,1,0
2472,G447264,1,1,1,0,1,0,1,0,0,0
2473,O274996,1,0,1,1,0,0,1,1,1,0
2474,X932454,1,0,0,1,1,1,0,1,1,0
2475,G962546,1,0,0,0,1,0,1,0,0,1
2476,U98284,1,0,1,0,1,0,1,1,0,0
2477,O608606,1,0,0,0,1,1,0,1,0,1
2478,F275266,1,1,1,0,1,0,1,0,0,1
2479,W717095,1,0,1,0,1,1,1,0,0,1
2480,C927130,1,1,0,1,0,1,0,0,1,0
2481,N654093,1,0,0,0,0,0,1,0,0,0
2482,W810884,1,0,0,0,0,1,0,0,1,0
2483,P18386,1,0,1,0,0,0,1,0,0,1
2484,D296668,1,1,0,0,1,0,0,0,1,0
2485,V982691,1,0,0,0,1,1,0,0,1,0
2486,Q368636,1,0,0,1,1,1,0,0,1,0
2487,C629897,1,0,1,1,0,1,1,1,1,0
2488,W05933,1,0,1,0,1,1,1,0,0,1
2489,P696406,1,0,0,1,0,1,1,0,1,0
2490,E815052,1,0,0,1,1,1,1,1,0,0
2491,S812669,1,0,1,0,1,0,0,1,0,1
2492,Y957257,1,0,0,1,1,1,1,1,0,1
2493,F511069,1,0,1,1,0,0,0,0,1,0
