,Age,Children,Churn,Contacts,DeviceProtection,Email,Fiber Optic,Income,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Male,Married,MonthlyCharge,Multiple,Never Married,Nonbinary,One year,OnlineBackup,OnlineSecurity,Outage_sec_perweek,PaperlessBilling,Phone,Port_modem,Separated,StreamingMovies,StreamingTV,Tablet,TechSupport,Techie,Tenure,Two Year,Widowed,Yearly_equip_failure,Bandwidth_GB_Year
1159,56,3,1,1,0,11,0,60109.62,3,4,4,5,5,4,3,3,1,0,222.61428,0,0,0,0,1,0,15.75679649,1,1,1,1,1,1,1,1,0,9.932932319,0,0,0,1898.286119
1160,71,1,1,1,1,9,0,122741.65,4,4,5,2,4,4,2,4,1,0,125.007314,1,0,0,0,0,0,8.828958895,1,1,1,0,0,0,1,0,0,4.00803296,0,1,0,525.3079814
1161,34,8,0,1,0,6,0,18136.36,4,3,4,2,5,2,4,3,1,1,92.455141,0,0,0,0,0,0,8.704414121,1,1,0,0,0,0,0,0,0,14.41890198,0,0,0,1971.551928
1162,20,0,1,0,0,5,0,99100.1,3,4,3,4,5,3,3,4,0,0,222.61428,0,0,0,0,1,0,9.908849616,0,1,0,0,1,1,1,1,0,9.26064585,1,1,0,1821.82345
1163,23,0,0,2,1,9,1,28987.95,4,4,4,3,6,3,2,2,1,0,207.49737,1,0,0,0,0,1,7.553373948,0,1,0,0,1,0,1,1,0,8.634921784,1,1,1,1270.22182
1164,89,0,0,3,0,8,0,48455.85,4,3,4,3,5,3,1,4,1,0,139.934918,0,1,0,1,1,0,10.30256804,0,1,0,0,0,1,1,0,0,26.16514147,0,0,1,2761.982244
1165,72,0,1,1,1,12,0,4916.91,3,4,3,4,3,3,3,3,1,1,172.487091,1,0,0,0,1,0,17.49332639,0,1,0,0,0,1,0,0,0,1.068799086,0,0,2,504.9814106
1166,35,3,1,1,0,14,0,56014.49,4,4,4,4,4,3,3,4,0,0,175.133074,0,0,0,0,0,0,7.523463124,0,1,0,1,1,1,1,0,0,17.39605821,0,0,0,2019.788427
1167,89,6,0,2,0,11,1,90596.15,2,4,2,4,4,2,3,1,1,0,159.987503,1,0,0,0,0,1,7.899801255,1,1,1,0,0,0,0,1,0,7.245906912,1,0,1,879.9008247
1168,66,3,1,0,0,11,1,82251.92,3,3,3,2,5,2,2,3,1,0,162.452604,0,1,0,0,1,1,7.059012011,0,0,1,0,0,1,0,0,1,6.133827574,0,0,0,950.1312316
1169,57,7,1,1,0,12,0,41210.5,2,3,2,4,4,4,2,4,0,1,152.44408,0,0,0,0,1,0,10.59857436,1,1,0,0,0,1,0,1,1,3.816472249,0,0,1,1208.458932
1170,76,1,0,1,0,15,0,24969.71,1,2,3,4,2,4,2,1,0,0,139.979239,0,0,0,0,1,1,9.109696707,1,1,0,0,1,0,0,0,0,11.47456181,0,1,0,1210.196851
1171,81,0,1,0,1,13,1,8669.16,4,3,2,2,6,1,2,2,0,0,252.637807,1,0,0,0,0,0,15.32731181,0,1,0,1,1,1,0,0,0,3.61323465,0,0,0,804.3790601
1172,40,0,1,1,0,9,0,3551.89,3,3,4,5,4,4,3,4,1,1,242.610632,1,0,0,0,1,0,11.64764999,1,1,1,0,1,1,0,0,0,6.126946607,0,0,1,1614.1637
1173,85,3,0,1,0,14,1,18788.66,2,3,3,4,3,4,4,5,1,0,192.440432,1,0,0,1,1,0,15.34353703,1,0,0,0,0,1,0,0,0,9.378558244,0,1,0,1150.450972
1174,34,0,1,3,0,10,1,68738.07,2,3,3,3,5,2,3,4,0,0,262.610632,1,0,0,0,1,0,7.595319178,1,1,1,0,1,1,0,0,0,5.679317142,1,0,0,1136.60955
1175,30,3,0,1,0,12,0,21671.58,4,4,3,3,4,4,4,6,1,0,94.972827,0,0,0,0,0,1,9.227166445,1,1,1,0,0,0,0,0,1,9.314854212,0,1,0,1487.731702
1176,38,0,0,2,1,20,1,33714.3,3,4,1,2,4,3,3,3,0,1,124.97808,0,0,0,0,0,0,10.06634813,1,1,1,0,0,0,0,0,0,6.339408608,1,0,0,639.5093519
1177,78,1,0,1,1,11,0,25597.36,3,3,4,3,4,3,1,4,1,1,120.003499,0,0,0,1,0,1,9.140364793,0,1,1,0,0,1,1,0,1,5.597557242,0,0,0,796.4331979
1178,85,2,1,3,0,8,1,40133.04,2,2,3,3,5,1,1,2,1,0,275.119794,1,1,0,0,1,0,14.95030399,0,1,0,0,1,1,1,1,1,6.195470215,1,0,1,1124.637958
1179,63,0,0,2,1,11,0,3998.85,3,2,3,4,5,3,2,3,1,0,139.981577,0,1,0,1,1,0,12.47176454,0,1,0,0,0,1,0,0,0,8.509499576,0,0,0,1072.213221
1180,88,1,0,1,0,14,1,30133.27,5,6,6,3,4,5,5,5,0,0,202.443347,1,0,0,0,1,0,10.03378888,0,1,1,0,1,0,0,0,1,30.03608319,0,0,0,2688.491827
1181,49,1,0,1,1,16,1,4812.74,5,4,4,4,3,4,4,4,1,0,172.47417,0,0,0,1,0,0,12.96180339,1,1,0,0,1,0,0,1,0,13.34966275,0,0,0,1454.923517
1182,31,2,0,0,0,6,1,12061.92,4,5,5,5,3,4,4,5,1,1,144.960655,1,0,0,0,0,0,10.94680764,1,1,1,0,0,0,0,0,0,9.045537332,1,0,0,1014.854462
1183,33,3,0,1,0,14,1,6132.5,6,5,5,2,4,5,3,4,1,0,172.44408,0,0,0,1,1,0,13.32229504,1,1,1,0,0,1,1,1,0,17.70570806,0,1,0,1935.621118
1184,28,4,1,0,0,9,0,78238.99,3,4,2,3,4,3,4,4,0,0,222.61428,0,1,0,0,1,0,15.54569939,1,1,0,0,1,1,0,1,0,5.958420709,0,0,0,1648.155844
1185,84,1,1,0,0,9,0,15048.63,4,5,4,4,2,5,5,4,1,0,220.114868,1,1,0,0,0,0,8.440399216,1,1,0,0,1,1,0,0,0,7.570075544,0,0,0,1524.945096
1186,35,2,0,1,0,12,0,101771.45,4,5,4,4,5,6,4,4,0,0,127.442069,0,1,0,0,0,0,9.010061624,1,1,0,0,1,0,0,0,0,5.873359501,1,0,1,1160.756141
1187,43,2,0,0,0,15,0,12998.92,2,3,4,2,4,3,3,2,1,0,139.934918,0,0,0,0,1,0,12.9088807,1,1,1,1,0,1,1,0,0,19.37622206,1,0,0,2418.099487
1188,73,2,0,0,1,7,1,58997.61,3,3,3,4,4,3,3,3,1,0,172.457857,0,0,0,0,1,0,6.783649349,1,1,1,0,0,1,0,0,0,13.66699636,0,1,1,1523.590353
1189,77,2,0,2,1,15,1,19383.74,3,3,3,2,6,3,2,3,0,0,157.483594,1,0,0,0,0,0,8.144330616,1,1,0,0,0,0,1,0,1,1.87055247,0,0,3,278.9942907
1190,37,1,0,0,1,10,0,57062.8,3,4,4,3,5,3,4,3,0,0,187.481057,1,1,0,1,1,1,8.455302586,1,1,1,0,0,1,0,0,1,10.7468963,0,0,0,1885.164449
1191,24,0,0,0,0,9,1,7945.24,4,5,4,4,4,3,4,5,1,1,134.950905,0,0,0,1,1,0,13.64460159,1,1,1,0,0,0,0,0,1,6.691537735,0,0,1,805.3931837
1192,56,1,0,0,0,14,0,26131.54,4,2,4,4,5,3,3,3,0,0,127.474951,0,0,0,0,0,0,10.39492135,0,1,1,0,1,0,1,1,0,12.41932486,0,0,0,1188.311266
1193,75,6,1,0,1,8,1,45869.12,4,5,3,5,3,5,5,5,1,0,194.988208,1,1,0,0,0,1,10.58093125,1,1,1,0,1,0,1,0,0,2.5238884,0,0,1,779.392646
1194,70,0,0,0,1,13,1,3223.21,5,3,4,4,4,5,5,4,0,0,169.992756,1,0,0,0,0,0,12.07896744,1,1,1,1,0,0,0,1,0,9.764790968,0,0,0,891.5354705
1195,54,0,1,0,0,18,0,21647.96,4,4,3,4,4,5,4,6,0,1,152.488401,0,0,0,0,1,1,10.51343586,1,0,0,0,1,0,0,1,0,7.629294031,1,0,0,940.7924479
1196,42,1,0,0,1,12,0,12411.88,4,3,3,4,2,3,4,2,0,0,152.510442,1,0,0,1,0,1,10.94484319,1,1,0,1,0,0,1,1,0,6.695029374,0,0,1,1251.289889
1197,69,9,0,0,1,7,0,35524.46,5,4,4,6,2,6,4,5,1,0,152.457857,0,0,0,1,1,0,8.836395031,1,1,0,0,0,1,1,0,0,19.25835701,0,0,1,2623.835938
1198,50,3,1,1,0,13,0,48154.12,2,3,4,4,2,4,4,4,1,0,139.951231,0,1,0,0,0,0,16.63376919,0,1,1,0,1,0,0,1,0,1.723983897,0,0,0,888.9795791
1199,47,3,0,0,0,17,0,85147.06,4,5,3,4,4,3,4,3,0,0,129.948316,0,0,0,0,0,0,7.540632126,0,0,0,0,0,1,0,1,0,3.811416865,1,0,0,1023.702263
1200,59,2,0,1,0,10,1,49691.34,4,4,4,3,5,3,3,5,1,0,159.987503,1,1,0,1,0,1,8.173622417,1,1,1,0,0,0,0,1,0,1.784103787,0,0,0,407.5928812
1201,57,9,0,1,0,7,0,32810.46,5,5,5,2,5,4,3,3,0,1,79.978861,0,0,0,0,0,0,15.17990976,1,1,1,0,0,0,1,0,0,1.43538042,0,0,1,367.3059091
1202,29,0,0,0,0,14,0,49106.35,1,2,1,3,3,2,3,3,0,0,92.455141,0,0,0,0,0,0,10.24327363,1,1,1,0,0,0,0,0,0,13.3451101,0,0,0,1571.397537
1203,32,3,0,1,0,11,1,23379.71,4,4,4,2,5,3,3,3,0,0,204.961033,1,0,0,0,1,1,5.730187669,0,1,1,0,1,0,0,0,0,9.676963031,1,0,0,1340.685724
1204,81,0,0,1,1,12,0,40661.06,4,5,4,4,3,4,5,4,1,0,95.019486,0,0,0,1,0,1,2.516745112,1,1,1,1,0,0,1,0,0,9.028422616,0,0,0,876.3492188
1205,22,3,1,1,1,9,0,11306.37,4,3,3,3,4,3,2,2,1,0,232.637807,1,1,0,0,0,0,12.834729,1,1,0,0,1,1,0,0,0,5.441479864,0,0,0,1700.52331
1206,37,2,0,0,0,13,1,12851.22,5,5,6,4,3,4,3,5,1,0,169.937833,0,0,0,1,1,0,9.503889638,0,1,1,0,1,0,0,0,1,3.550421402,0,1,0,726.6441549
1207,83,4,0,0,0,14,0,23687.02,3,2,3,3,3,5,3,3,0,0,137.469817,1,0,0,0,0,0,13.25666082,1,1,1,0,0,0,0,1,0,13.14070245,0,1,0,1577.015173
1208,44,4,0,2,0,13,1,95197.4,2,4,2,3,4,3,2,4,0,0,172.462354,1,0,0,0,0,1,9.255314336,0,1,1,1,0,1,1,0,0,19.9235245,1,0,0,2113.850791
1209,85,0,1,1,1,14,0,29348.16,3,2,3,4,4,3,4,2,1,0,142.500692,0,0,0,0,1,1,8.954899011,0,1,0,0,0,0,0,1,0,1.374911824,0,0,2,747.9301328
1210,58,4,0,0,0,10,1,5028.44,4,2,3,5,4,3,4,2,0,0,192.440432,1,0,0,0,1,0,11.81175528,0,1,1,0,0,1,0,0,0,3.106980528,1,1,0,708.8254196
1211,80,0,1,1,1,18,0,85717.14,4,5,4,5,4,5,4,4,0,0,187.656013,0,1,0,0,0,0,2.110606916,0,1,0,0,1,1,0,0,1,5.550110436,0,0,0,894.4102553
1212,28,3,1,0,1,15,1,34407.99,4,3,3,5,3,4,3,4,0,0,277.651257,1,0,0,1,1,1,11.46370907,1,1,1,1,1,1,1,0,1,9.38712707,0,0,0,1712.794495
1213,31,3,1,0,0,12,1,5874.73,3,3,2,2,4,3,2,2,0,0,157.469817,1,1,0,0,0,0,9.928856736,1,1,1,0,0,0,0,1,0,4.005780287,1,0,0,554.7295152
1214,87,7,0,0,0,11,0,68836.53,3,4,3,2,4,3,3,4,0,1,154.961766,0,0,0,0,1,1,11.57554015,1,1,1,0,0,1,0,1,0,12.40889924,1,0,0,1889.347998
1215,36,3,0,1,0,11,1,35105.32,3,3,3,3,3,2,3,3,1,0,162.468917,0,0,0,1,0,1,13.27478996,1,1,0,0,1,0,1,1,1,7.60247544,0,1,2,1078.260358
1216,23,0,0,1,1,13,1,15002.6,4,3,5,4,2,4,5,3,1,0,182.467607,1,0,0,1,0,0,8.508595449,1,1,1,0,0,1,1,0,1,10.08463748,0,1,0,1310.382845
1217,70,2,0,1,1,9,1,51988.65,4,3,3,5,2,4,4,5,1,0,195.006206,1,1,0,0,1,1,8.844986609,1,1,1,0,0,0,1,1,0,6.169035922,0,0,0,909.9557807
1218,24,0,1,0,0,12,0,18692.53,3,3,3,3,3,2,3,3,1,0,149.988989,1,0,0,0,0,1,12.25982132,0,1,0,1,1,0,1,0,0,12.09641389,0,0,0,1461.101266
1219,49,3,1,3,0,11,0,20896.4,4,5,4,3,6,3,2,3,1,0,139.987503,1,1,0,0,0,1,10.03906526,1,1,0,0,0,0,0,1,0,23.32691904,0,0,0,2649.830017
1220,60,0,0,2,0,11,0,41058.3,4,4,5,3,3,5,5,4,0,0,172.456745,1,1,0,1,0,0,9.515742803,0,1,1,0,1,0,1,1,0,8.886360176,0,0,0,1340.373707
1221,85,0,1,0,0,10,0,22274.11,4,4,3,3,5,3,3,2,0,0,190.12704,0,0,0,0,0,1,8.620125009,0,1,0,1,1,1,0,0,0,15.82334026,1,0,1,2123.334993
1222,32,4,1,0,1,11,1,20436.28,2,2,2,5,2,3,2,4,1,0,255.155493,1,1,0,1,0,1,7.85989854,0,1,0,0,1,1,0,0,0,6.862244054,0,0,0,1476.644914
1223,46,0,0,0,0,10,0,28733.56,2,3,1,4,3,3,4,3,1,0,137.468388,1,0,0,0,0,0,11.57607855,1,1,0,0,0,1,1,0,0,5.396647294,0,1,1,765.7044853
1224,47,7,0,2,0,17,1,20095.5,3,3,2,4,2,4,4,3,0,0,147.442069,0,0,0,0,0,0,10.42690816,0,0,1,0,1,0,0,0,0,18.42609229,0,0,0,1890.385398
1225,34,1,0,2,1,9,0,109373.69,4,4,4,5,2,5,4,4,0,0,187.49737,1,0,0,0,0,1,7.953632262,1,1,0,0,1,0,0,1,0,4.526667855,1,1,0,1259.528321
1226,47,4,0,0,0,8,0,45642.1,3,2,2,3,3,3,2,2,0,0,184.949594,1,0,0,1,1,0,10.24268185,1,1,0,0,0,1,0,1,1,6.832965812,0,0,0,1468.00712
1227,21,2,0,1,0,14,1,13802.12,4,4,6,3,5,5,4,3,1,0,202.443347,1,0,0,0,1,0,13.65545074,1,1,1,1,1,0,0,0,0,6.109999694,1,0,1,1060.779533
1228,48,2,0,0,1,17,1,67035.46,2,2,3,2,3,2,3,2,1,0,162.500692,0,0,0,0,1,1,13.30817874,0,1,0,0,0,0,0,1,0,3.852627275,1,0,4,720.333405
1229,23,7,1,0,1,13,0,9237.79,2,3,2,3,3,2,3,4,0,0,159.979358,1,0,0,0,1,0,10.62473397,1,1,0,0,0,0,1,0,0,12.74748675,0,1,1,2008.680996
1230,41,0,0,0,0,11,0,98906.55,4,3,4,3,4,2,3,2,0,0,162.465269,1,0,0,0,0,1,9.540070446,1,1,1,1,1,0,1,0,0,4.997365436,1,0,0,1154.892024
1231,37,3,1,1,0,13,0,40529.84,3,4,4,2,5,4,5,3,1,1,182.443347,1,0,0,0,1,0,16.88041332,0,1,1,0,1,0,1,0,0,15.32475177,0,0,0,2207.637213
1232,58,3,1,1,0,8,0,49350.86,4,4,4,4,3,3,3,3,0,0,194.952509,1,1,0,0,1,0,12.50834927,1,1,1,0,1,0,0,1,0,18.81607435,0,0,0,2346.894471
1233,34,0,0,1,1,9,1,53196.73,4,4,4,4,4,5,3,4,0,0,149.962093,0,0,0,0,0,0,8.942252776,1,1,1,1,0,1,0,0,0,7.629943705,0,0,0,954.1807838
1234,77,2,0,0,1,14,1,11113.69,2,3,2,4,3,2,3,2,0,0,172.510442,1,1,0,0,0,1,12.8348374,1,1,1,0,0,0,0,1,0,9.417609509,0,0,1,976.910308
1235,49,4,0,1,1,8,1,31644.7,3,3,4,3,4,4,5,4,1,0,227.475448,1,0,0,0,1,0,15.76975133,1,1,0,0,1,0,1,1,0,11.96148946,0,0,0,1599.474597
1236,32,0,0,0,0,14,1,26312.33,4,3,5,3,3,3,5,4,1,0,159.934918,0,0,0,0,1,0,13.46868109,0,1,1,0,0,1,1,0,0,15.48651522,0,0,0,1660.386663
1237,64,1,1,1,0,7,0,78370.93,5,4,4,4,4,4,5,5,1,0,184.949594,1,0,0,0,1,0,4.471635302,1,1,1,0,0,1,0,1,0,21.10862922,0,1,0,2536.687205
1238,70,2,1,2,1,14,1,6088.74,3,4,4,4,3,4,3,3,1,0,217.483972,1,0,0,0,1,1,10.14904497,1,1,1,0,1,0,0,0,0,8.825774698,0,1,0,1283.000223
1239,56,1,0,1,1,16,1,6479.72,2,2,2,2,4,1,1,3,0,0,172.510442,1,1,0,0,0,1,8.6681168,1,1,1,0,0,0,0,1,0,8.574105728,0,0,0,945.8621325
1240,45,3,1,1,1,14,0,40710.63,4,3,2,4,3,2,4,4,0,0,167.484705,0,0,0,0,1,1,11.28911933,0,1,0,1,0,1,0,1,0,15.56696462,0,0,0,2247.823032
1241,88,3,0,1,0,14,0,73646.38,3,3,4,4,3,4,3,3,1,0,172.440432,1,0,0,0,1,0,7.568122559,0,1,1,0,0,1,0,0,0,8.000279417,1,0,0,1441.176168
1242,22,3,0,1,0,7,0,32974.25,3,2,1,3,3,2,1,3,0,0,139.986074,1,0,0,0,0,1,7.641160647,1,1,0,1,0,1,0,0,0,15.16346403,0,0,0,1765.167048
1243,78,1,1,0,1,12,1,3955.88,4,4,4,4,3,4,4,3,0,0,184.978458,0,0,0,0,1,1,10.62427045,1,1,0,0,1,0,0,0,1,10.43448006,0,1,1,1203.563432
1244,69,1,1,0,1,9,0,53513.98,3,1,3,3,4,4,3,3,0,0,232.637807,1,0,0,0,0,0,6.922666965,0,1,1,0,1,1,1,0,0,8.550692097,0,0,0,1692.566285
1245,51,0,1,2,1,15,0,42002.93,3,3,3,3,2,3,3,5,0,0,172.470522,1,0,0,0,0,0,10.20539198,0,0,0,0,1,0,0,0,0,9.323157168,0,0,0,1486.494353
1246,26,10,0,2,0,10,1,99800.11,4,4,4,3,3,3,4,3,1,0,182.45383,1,0,0,0,0,0,4.912625477,1,1,1,0,0,1,0,1,0,10.36025557,1,1,0,1550.154506
1247,22,0,0,0,1,13,0,18159.87,3,3,3,4,3,3,2,4,0,0,172.487091,1,1,0,1,1,0,5.205660364,0,1,0,0,0,1,0,0,0,17.63783701,0,0,0,1979.490592
1248,66,4,1,0,1,18,1,82924.09,3,3,3,3,3,3,2,1,1,0,157.483594,1,0,0,0,0,0,9.816727691,1,1,0,1,0,0,0,0,0,2.694014031,0,0,0,526.38731
1249,35,4,0,2,0,15,1,11824.7,2,2,3,3,6,3,3,2,0,0,167.456419,1,0,1,1,1,0,8.717398286,1,1,1,0,0,0,0,0,0,2.937852035,0,1,1,570.7344969
1250,39,1,0,0,1,8,0,73624.07,4,4,4,4,3,5,3,3,0,0,104.97808,0,0,0,0,0,0,13.75454575,1,0,1,1,0,0,0,0,0,9.566169913,1,0,0,1344.903546
1251,37,1,1,0,1,12,1,51606.19,4,4,5,4,3,5,4,4,0,0,152.479779,0,0,0,0,0,1,15.61280724,1,1,0,0,0,1,0,0,1,2.163284177,0,1,1,602.4065111
1252,72,1,0,0,1,10,0,36352.23,3,3,3,4,3,4,5,4,0,0,127.525,1,1,0,0,0,1,11.69866136,0,1,1,0,0,0,0,0,0,14.06970055,1,0,1,1339.377921
1253,64,2,0,1,0,13,0,33589.11,3,3,3,3,4,4,3,3,1,0,117.468591,0,1,0,1,1,1,13.56647971,1,1,0,0,0,0,0,0,1,13.13159395,0,0,0,1752.198908
1254,48,3,0,0,0,11,1,25866.44,4,3,5,2,5,4,5,2,0,0,179.947583,1,1,0,0,0,0,7.697547282,1,1,0,0,1,0,0,0,0,11.55776139,1,0,1,1273.142721
1255,51,8,0,1,0,9,0,6215.4,3,3,2,2,3,3,4,3,1,1,104.964303,0,0,0,1,0,0,8.22529209,0,1,0,0,0,0,0,1,0,14.96367107,0,0,0,1964.775503
1256,49,1,1,2,0,15,0,71631.82,5,6,5,4,3,6,4,5,0,0,245.128318,1,0,0,0,1,1,8.734579171,0,1,0,0,1,1,1,0,1,2.439520256,0,1,2,1341.450253
1257,86,8,0,1,1,14,0,81116.14,2,2,3,5,4,3,4,3,1,0,120.003499,0,0,0,0,0,1,7.295808186,0,0,0,0,0,1,0,0,0,17.68782231,0,0,0,1976.347042
1258,37,1,1,2,1,11,0,30090.22,6,5,5,4,4,5,4,4,1,1,225.145743,0,0,0,0,1,1,10.51097693,1,1,0,0,1,1,0,0,1,8.255617012,0,0,0,1917.60124
1259,55,0,0,0,0,15,0,3811.96,3,4,5,4,3,3,3,3,0,0,104.964303,0,0,0,1,0,0,7.518278856,1,1,1,0,0,0,0,1,0,5.174032539,0,1,0,820.9557127
1260,54,0,1,2,1,10,0,38513.67,4,4,4,4,3,2,1,5,1,0,142.499263,0,0,0,0,1,1,11.93951737,1,1,1,0,0,1,1,0,0,8.16762508,0,1,0,1148.911745
1261,63,0,0,3,1,12,0,35130.18,3,4,4,3,5,2,2,5,1,0,139.965008,0,0,0,1,0,0,12.69971233,1,1,0,0,1,0,0,0,0,14.96689418,0,1,0,1919.921479
1262,65,2,1,1,1,15,1,37445.32,4,4,4,5,3,4,3,4,0,0,214.966286,1,0,0,0,1,0,7.947973086,1,0,0,0,1,0,1,0,0,7.537243981,0,0,0,1036.324728
1263,41,2,0,0,0,8,0,67940.02,3,3,3,4,1,4,5,4,0,0,117.472036,0,0,0,0,0,0,12.26691686,1,1,0,0,0,1,0,1,0,18.95221637,0,1,0,1839.699549
1264,79,0,1,1,0,12,0,20078.44,3,4,3,4,3,4,4,5,0,0,190.159922,0,1,0,1,0,1,14.82798335,1,1,1,0,1,1,0,1,1,5.011735021,0,0,1,847.9561126
1265,26,1,1,3,0,10,1,27692.11,3,3,4,3,3,3,5,3,0,0,147.442069,0,1,0,0,0,0,10.39540448,0,1,1,0,1,0,1,0,0,2.728247011,0,0,0,488.2811705
1266,63,3,1,2,1,12,0,18895.42,3,3,4,3,3,3,5,3,0,0,127.488728,0,1,0,0,0,0,9.064004874,0,1,1,0,1,0,1,0,0,7.138985437,0,0,0,875.0932458
1267,73,0,0,0,0,11,1,22536.48,3,4,3,3,3,4,4,4,0,1,184.971516,1,0,0,0,0,1,8.420093797,0,1,0,0,0,1,0,1,0,22.71649048,0,0,0,2128.80443
1268,55,2,1,1,0,17,1,35730.59,4,4,4,3,3,4,4,4,1,0,214.952509,1,0,0,0,1,0,9.420067912,0,1,1,1,1,0,1,1,1,13.28051861,0,0,0,1541.165921
1269,43,2,0,0,1,14,0,79669.11,3,4,4,3,3,5,5,3,0,1,159.994242,1,0,0,0,0,0,11.20745718,0,0,0,0,1,0,0,0,0,27.96096319,1,0,1,2687.9401
1270,48,1,1,1,1,13,1,36901.24,3,3,5,4,4,4,4,3,0,0,194.976769,1,0,0,0,0,0,7.436719685,0,1,0,1,0,1,1,1,0,4.61174735,0,0,0,768.0341067
1271,72,2,0,0,0,15,1,27660.28,4,4,4,4,3,4,2,3,1,0,112.455141,0,1,0,0,0,0,5.833716636,1,1,1,0,0,0,0,0,0,9.94963312,1,0,0,882.5591385
1272,18,2,0,1,0,9,0,39092.7,5,5,3,4,4,4,3,6,1,0,115.002061,1,0,0,0,0,1,7.79720649,1,1,1,1,0,0,0,0,0,15.71358455,0,0,1,1679.045392
1273,33,4,1,0,0,11,1,43436.42,2,3,4,6,4,4,3,4,1,0,242.61428,0,1,0,0,1,0,7.584336396,0,1,1,0,1,1,0,1,0,12.60420397,1,0,0,1809.863378
1274,33,1,0,0,1,14,0,56327.41,2,3,2,4,3,3,4,1,1,0,152.47417,0,0,0,0,0,0,14.18701742,0,1,1,0,1,0,0,1,0,17.92733138,1,0,0,2295.960298
1275,76,0,1,1,1,7,1,16762.99,5,4,5,2,5,4,5,3,0,1,217.483972,1,0,0,0,1,1,11.54198689,0,1,0,0,1,0,0,0,1,6.818705821,0,0,0,955.0181592
1276,55,0,0,0,1,12,0,46854.5,3,3,3,3,4,2,4,4,1,0,159.979358,1,0,0,0,1,0,10.51853461,1,1,1,0,0,0,1,0,0,15.97494301,1,1,0,2035.008705
1277,48,3,1,2,0,13,0,34372.27,4,4,4,2,6,2,4,2,1,0,169.967067,1,0,0,0,1,0,7.871451091,1,1,1,0,1,0,1,0,0,14.39399314,0,1,1,1681.813552
1278,87,0,1,1,1,13,0,24378.22,4,5,4,4,4,3,3,4,1,0,215.159141,0,1,0,0,0,1,10.67112794,1,0,1,0,1,1,0,1,0,9.983052758,1,0,0,1774.760154
1279,74,1,0,2,1,13,0,31198.52,4,3,4,2,4,3,4,2,0,0,187.656013,0,0,0,1,0,0,12.01473007,0,1,1,1,1,1,0,0,0,2.704950495,0,0,1,711.7404846
1280,55,1,1,2,0,15,1,38162.85,4,5,4,4,4,2,3,3,1,0,207.609354,0,0,0,0,0,0,9.241864687,0,1,0,0,1,1,1,0,0,20.83084927,0,0,2,2221.139588
1281,65,3,1,3,0,13,1,36333.77,3,3,3,3,5,2,4,4,1,0,192.440432,1,0,0,0,1,0,10.48393458,1,1,0,0,0,1,0,0,0,1.225588884,0,1,0,547.9869964
1282,44,2,0,0,1,13,0,13288.6,2,3,3,4,4,2,3,3,1,0,152.457857,0,1,0,1,1,0,12.67159952,1,0,0,0,0,1,0,0,0,10.44973947,0,0,1,1768.55004
1283,19,3,0,0,0,10,1,25446.01,3,3,3,4,3,2,4,3,0,0,207.609354,0,0,0,0,0,0,8.414092289,0,1,1,0,1,1,1,0,0,3.418302206,1,0,1,926.9394553
1284,87,4,0,3,0,13,1,26129.83,5,5,4,5,4,3,4,3,1,0,162.468917,0,1,0,1,0,1,6.292455476,0,1,0,0,1,0,1,1,1,4.837990763,0,0,0,715.3186358
1285,85,0,1,1,1,10,0,76184.47,2,2,2,2,5,1,2,2,0,0,172.470522,1,0,0,0,0,0,8.665638946,1,1,0,1,1,0,0,0,0,1.963127209,0,0,0,771.9557231
1286,27,3,1,0,0,15,0,81803.03,3,3,4,4,3,5,1,3,1,1,129.948316,0,0,0,0,0,0,14.63754555,1,1,0,0,0,1,0,1,0,10.34247598,0,0,0,1671.469773
1287,55,1,1,0,0,12,0,54981.51,3,3,2,6,4,3,3,4,0,0,137.461553,0,0,0,0,1,0,15.09456492,1,1,0,0,1,0,0,0,0,1.156719701,0,1,1,358.4232611
1288,47,0,0,1,0,14,0,112031.33,4,5,4,4,3,6,6,5,1,0,175.133074,0,0,0,1,0,0,12.48009091,1,1,1,0,1,1,1,0,1,17.3999197,0,1,0,1935.461046
1289,73,1,0,3,0,12,0,69444.54,3,4,4,4,2,4,4,3,1,0,147.471303,1,1,0,0,0,0,7.207577411,1,1,0,0,1,0,0,0,0,3.124488057,0,0,0,520.8892347
1290,68,1,1,2,0,9,0,57844.94,5,5,5,3,3,5,4,2,0,1,197.470195,1,0,0,0,1,1,13.72595127,1,1,0,0,1,0,1,1,0,6.958063425,0,0,0,1356.12218
1291,50,3,1,0,0,14,1,36772.35,4,4,5,6,1,5,4,5,1,0,179.965581,1,0,0,0,1,0,7.987261514,1,1,0,0,0,0,0,1,0,7.010189312,0,0,0,914.8863272
1292,23,3,1,1,1,13,1,22853.63,5,5,4,4,4,3,6,4,1,0,147.473844,0,0,0,0,1,0,13.96678169,1,1,0,0,0,0,1,0,0,2.447985699,0,0,0,638.4642534
1293,36,1,0,1,1,16,1,39702.07,6,5,5,3,3,4,3,4,1,0,174.975543,0,0,0,0,1,1,3.356393859,1,1,1,1,0,1,0,0,0,4.269258862,0,0,1,919.2881691
1294,53,3,0,1,0,11,0,27546.33,4,4,4,3,4,4,3,5,1,0,162.446995,0,0,0,0,1,0,16.41256411,1,1,1,0,1,0,0,1,1,8.343625652,0,1,0,1515.532948
